,Kasese,Kampala
0,5.348347602514579,5.3845506511785395
1,5.266285508327007,5.1937148154921715
2,5.195917505983043,5.307425308138028
3,5.185958910135953,5.356531574440825
4,5.221032879357389,5.425347422518691
5,5.223111132440883,5.413154735328748
6,5.136295417425962,5.448326518888029
7,5.567012749439217,5.509585207304187
8,5.567228546636379,5.477387842636589
9,5.527192406565706,5.514758004367279
10,5.497373022466234,5.606639793091126
11,5.490471258621478,5.606502980345127
12,5.485513885498625,5.518558680276081
13,5.429794741540402,5.4923782278421704
14,5.3589575269467336,5.457606608016572
15,5.397093811872772,5.4244927860608865
16,5.4159222635835285,5.470758335460079
17,5.409913386757244,5.627181973628433
18,5.408099538487851,5.554465747867358
19,5.500594215194037,5.605005513884532
20,5.526585482262797,5.694206580903874
21,5.500995865354972,5.758867694182038
22,5.546280461722336,5.823641598941343
23,5.546067412955479,5.769210964269688
24,5.54585440956873,5.587818608667763
25,5.556347597857354,5.7164555007664255
26,5.587182265971364,5.8162156113416374
27,5.628726455502891,5.970263159670798
28,5.476937271098081,5.950101940264485
29,5.615586711787795,5.959476692203088
30,5.785360236914406,5.967570824954286
31,5.93045064721963,6.011498977321014
32,5.869718158346983,6.04907800364661
33,5.797147848052577,6.40700251050163
34,5.798202139185474,5.343673231661951
35,5.487085169245161,5.372561740665815
36,5.4286507073063754,5.366831366827636
37,5.423792202869158,5.423792202869158
38,5.523922370018485,5.621333221193991
39,5.61415947966159,5.489861762984013
40,5.699665123306827,5.340009551229958
41,5.504657086429095,5.281513535114885
42,5.509969272545783,5.20226833320351
43,5.509835631923639,5.218853721469302
44,5.399951863554027,5.1489231087502825
45,4.997954958588023,5.222295398136079
46,5.364153600868913,5.209309680112678
47,5.398856937986302,5.112512658376181
48,5.340960086732695,5.117816535418485
49,5.2955299611516224,5.272618116662868
50,5.031057255317754,5.039616508713424
51,4.957573358658255,5.111724038485514
52,4.92706805232435,5.112569262035685
53,4.736172239430261,5.115661861135165
54,4.733992542886342,5.108205107490402
55,4.666220668449808,4.615789814822916
56,4.4730797295284805,4.549307094916364
57,4.502981105981861,4.653708297357598
58,4.522474967701403,4.594578261602748
59,4.523722180934396,4.56091921874176
60,4.527454514461543,4.9483758808064
61,4.651334710704814,5.037327715400159
62,4.652254040203766,5.05496052587285
63,4.683771759261495,5.014513321173723
64,4.942049894503591,5.096200574330849
65,5.057198924889497,5.15898161919944
66,5.033716055574165,5.10420593332871
67,5.031486781534874,5.326166783174299
68,4.774732600971392,5.311310720839797
69,4.711146870071177,5.1011077916433765
70,4.660042381252621,5.369189903159008
71,5.081759205498516,5.615633954984768
72,5.377469152909199,5.607646730880788
73,5.427699702518401,5.523688078347364
74,5.52419544989949,5.54764711093454
75,5.549679171069438,5.629212324591822
