,Ngozi,Rubavu
0,5.800053222391385,6.339168770196058
1,5.86990366183599,6.398322519768936
2,5.8744416833772455,6.095316530794884
3,5.875488760740866,6.1583768022964795
4,5.87355829151794,6.188511945939813
5,5.869307728576876,6.155967213988995
6,5.858775215490107,6.193923108978489
7,5.9870418642376055,6.2692660683425
8,6.049819425140857,6.3091539525461995
9,5.936272031350254,6.0091653020292055
10,6.114310584957968,5.942215786225738
11,6.008515448312788,6.075861221202065
12,6.124114584542641,5.999235081840465
13,6.016312240858618,5.940666749077419
14,6.136254589697888,5.963512142491708
15,6.14537874047434,5.910850307619926
16,6.197289005113433,5.887764933429515
17,6.20511498084665,5.934024073803191
18,6.196450250776229,6.011883621748981
19,6.192225701277987,5.9984734940493025
20,6.289454653656934,6.061563160898026
21,6.289454653656934,6.0102314541191575
22,6.282474754276641,6.038944013384596
23,6.273903548211585,6.000480185945827
24,6.132909327358523,5.92525732648596
25,6.056590331400893,5.919927276580723
26,6.131487411580053,5.992831520120446
27,6.114685372918901,5.9215112981320805
28,6.153588867704077,5.907984762102577
29,6.193954689071636,5.955982246065133
30,6.403427824330405,6.0191694960574775
31,6.403968822122032,5.936512306067896
32,6.2471359750348245,5.8864359900717345
33,5.876888951456165,6.051346186521179
34,5.806235923633672,6.0509088996823
35,5.931384492792854,6.056175482193793
36,5.95849633237177,6.06141447306415
37,5.98489248111995,6.002371348759317
