,Masindi,Lira
0,6.695282992076009,6.73464196363447
1,6.720822459543145,6.70138633216929
2,6.730876771790358,6.66698660706085
3,6.750687117923312,6.712946789940466
4,6.752140206445604,6.722118903507407
5,6.759652894450565,6.757988539003953
6,6.7626378901459425,6.731512427871016
7,6.761624268926409,6.728217653680537
8,6.747550490779322,6.745590529351113
9,6.681068506484302,6.715923403879571
10,6.676617289707049,6.680787685980776
11,6.675174588352429,6.67576964936374
12,6.668386947214642,6.668386947214642
13,6.663273905315209,6.697623385329847
14,6.65517982382773,6.697464455431219
15,6.636454757742766,6.704187440847737
16,6.615628319914756,6.684248913678229
17,6.581908576923682,6.581908576923682
18,6.57462355454389,6.595790037382715
19,6.5836271608819565,6.61599849037687
20,6.576430002121544,6.61271799992226
21,6.576469175913188,6.61245173027075
22,6.576508348170308,6.6115778845739985
23,6.57193873301775,6.606746473179412
24,6.7597819649749775,6.634427232787701
25,6.780810600762836,6.753383267032442
26,6.794305764650775,6.779370668664623
27,6.882671939423787,6.859938415739269
28,6.875027678466785,6.968891150327122
29,6.882480322191302,6.9091968761185525
30,6.892433478336285,6.865173763163834
31,6.895987797507099,6.921829028690987
32,6.869776385633712,6.8704788795157805
33,6.843314536597355,6.870577099759349
34,6.813956437599327,6.865286823287116
35,6.809592370749438,6.809592370749438
36,6.80253046041779,6.80253046041779
37,6.7968025171811925,6.800774717041625
38,6.74085635860623,6.797284856062186
39,6.7292307088611825,6.78584228290417
40,6.733214621992752,6.671429464873556
41,6.734878691666694,6.67253710449417
42,6.729146632633346,6.683936605849349
43,6.539895886126755,6.732732116820645
44,6.532359181336218,6.806045907371657
45,6.6040338363770426,6.729409316097957
46,6.603402501641885,6.728317712173915
47,6.60222186894349,6.72380604951877
48,6.688957332162318,6.718761759868983
49,6.743758663329377,6.716345244014687
50,6.816074479349679,6.789641222281523
51,6.838489419940326,6.8136789870258125
52,6.83232249954551,6.805475249509322
53,6.830324752527179,6.80437423335443
54,6.811044716095681,6.785056492055889
55,6.765332120597391,6.710787310858822
56,6.7059345306596025,6.710208041436984
57,6.490240999896085,6.630692835365181
58,6.492592570548907,6.627026971895464
59,6.476530358526835,6.61767894313943
60,6.498630683264274,6.6880513340868415
61,6.525950409243852,6.707851002024013
62,6.532734130413318,6.714846285049665
63,6.534734713288011,6.71768342595075
64,6.695172209288324,6.722600088969929
65,6.705670331253574,6.6462036722139635
66,6.485166027835435,6.649929627187033
67,6.49140457764584,6.741989664489704
68,6.650159334444721,6.7343236347638085
69,6.57160134506392,6.736654824225794
70,6.658761865674257,6.626156391639695
71,6.716115546690544,6.561443626298969
72,6.7055186025503914,6.55066702905505
73,6.728099071658377,6.546800532856457
74,6.770255581599211,6.6047997924281265
75,6.766519449926777,6.685986906338474
76,6.776911986872595,6.710404103204066
77,6.784649790622513,6.709876556220062
78,6.789948738184538,6.709348194898656
79,6.782374576513997,6.7040999316654295
80,6.755344281790383,6.703069655055854
81,6.698987818413443,6.546580818191011
82,6.69514251502043,6.542038955707696
83,6.698618671297639,6.508357248304117
84,6.697666798152629,6.541432784238517
85,6.6941109837239425,6.470576119550112
86,6.69040205049575,6.466997095441979
87,6.686167394112799,6.462761753948969
88,6.686257294259389,6.463375215034524
89,6.6853024405543255,6.497322270736219
90,6.690208244650055,6.6022514199205276
91,6.685214353074378,6.624948674662949
92,6.686768439199186,6.627770098437231
93,6.685716070563467,6.626717729801511
94,6.68645276785693,6.533861745221318
