,Busia,Kampala
0,5.979717423378281,6.003333416449622
1,6.008222853056385,6.007031667686231
2,6.030108008323483,6.023765894143638
3,6.076439888493851,6.056416972618743
4,6.091773815325784,6.062626852386032
5,6.091806862453398,6.09072285150714
6,6.173231723467434,6.139226924669675
7,6.200579144544911,6.144191047856933
8,6.128824478289879,6.181575043675408
9,6.145411064028589,6.134167266475048
10,6.16172701769957,6.131081105653541
11,6.029193081171234,6.085522439767753
12,6.038767426445918,5.988219344105672
13,6.047635426324382,6.011723901415866
14,6.064265506029456,6.04544923422998
15,6.143944773457486,6.0455047006442335
16,6.202546118531996,6.1061937291492265
17,6.180486149306463,6.15657674005763
18,6.1277195972409695,6.135130873309249
19,6.072012873325774,6.122531294927363
20,6.053064447655013,6.140075824644642
21,6.040541068613632,6.158082002828329
22,6.04250429926937,6.19681024654512
23,6.039025098096,6.242566656293172
24,6.06590802390268,6.336532113449884
25,6.063785790544317,6.286929341858527
26,6.100676423779259,6.233440409848054
27,6.1362544186927925,6.303271015773716
28,6.164756795236539,6.367273182820459
29,6.2114316365718665,6.31628120553039
30,5.850179194283425,5.939568693678022
31,5.909813344777106,5.941103502770316
32,5.9126371474713375,5.934920514536505
33,5.93184719355464,5.900443646822555
34,5.877032247792721,5.930573014720752
35,5.797562702326286,5.887946763794555
36,5.822725216064055,5.840978656373405
37,5.758281564449163,5.767369358556267
38,5.730587114417018,5.771640296084297
39,5.67509115495089,5.770193600100865
40,5.719617573288181,5.7673689040246625
41,5.842409381144868,5.76750807297175
42,5.844953916206982,5.839799265618317
43,5.891374481824263,5.837415263340288
44,5.935735433566636,5.863064243269277
45,5.9540524735802,5.898711691261576
46,6.074426947692899,6.011644827736443
47,6.072031455369033,6.039038772214684
48,6.065576641469793,6.030339835370349
49,6.110252868596641,6.112200288881037
50,6.04469993356747,6.038338737864384
51,5.97454647047353,5.927760984556476
52,5.925581288012556,5.877725266834921
53,5.922490361754386,5.866086690823091
54,5.914221256944892,5.803379821293796
55,5.9058832035014115,5.78338317796689
56,5.969943552190448,5.771224552883313
57,6.0168068716608465,6.014703821464067
58,6.020651435457276,6.075711212640304
59,6.084361482076278,6.078438463773156
60,6.094901525170407,6.135021518959832
61,6.113211752990712,6.093868790147582
62,6.102570260088587,6.148032634165344
63,6.118856284550818,6.154407268815136
64,6.17522185352179,6.194812862998959
65,6.250121893028848,6.246782991763333
66,6.289684155018482,6.253849702009266
67,6.309607685620324,6.297009093784002
68,6.3144009428503685,6.288425456447108
69,6.289332239001173,6.323656981542247
70,6.450456860365343,6.357432088559859
71,6.446663549166113,6.463373999770067
72,6.442855793948987,6.545509948009071
