,Gitega,Bujumbura
0,6.796639172399495,6.724345967883887
1,6.795266595321443,6.72111633361112
2,6.778783626542012,6.713649690084677
3,6.7660341127686685,6.778373024222383
4,6.774901445615591,6.8223937510694235
5,6.826199041133555,6.840010335592104
6,6.8490244834866045,6.8505570508363824
7,6.845448202454812,6.84800182999163
8,6.747834118025431,6.827597222733355
9,6.522128887772034,6.726614396253107
10,6.40337779635737,6.629557669051358
11,6.439896842275917,6.681005393113499
12,6.529176096097467,6.717638920913505
13,6.6040351960843635,6.677712509890824
14,6.604195317677902,6.675043008008737
15,6.6738524505225225,6.675617676047092
16,6.6789081743070815,6.71241795320596
17,6.682205652188828,6.714559716263698
18,6.670113371590146,6.739498784789694
19,6.656913386272335,6.7443435598438075
20,6.710702043271596,6.776824205047225
21,6.819769861284269,6.822683899286118
22,6.86289733852379,6.947218165402806
23,6.855862479929755,6.960718281084678
24,6.7625571178219355,6.971474282524568
25,6.836534868985286,6.937483564363597
26,6.880655512571653,6.976496739689599
27,6.773022319706008,6.874603427454372
28,6.71097374466288,6.87339414713954
29,6.825832500893881,6.714180423789458
30,6.818856204014143,6.875166738423355
31,6.714431531347168,6.868722394815225
32,6.717461284424855,6.718693266840134
33,6.275775210324592,6.58685742406695
34,6.501184359241759,6.55420882754998
35,6.587083706752373,6.521785595756783
36,6.517312504122805,6.488271229329376
37,6.513148083852709,6.440095223814597
38,6.501454443918998,6.4275111757103085
39,6.520346018488,6.448159276512173
40,6.549713223468156,6.441925987160964
41,6.603039018320619,6.471513334923606
42,6.662752554799725,6.468851220100371
43,6.662668441846831,6.468658040802564
44,6.668827279658887,6.460127156928624
45,6.611731072941602,6.476642290187626
46,6.618234456890616,6.4825220383197335
47,6.559515410476124,6.472715427631664
48,6.559529713682596,6.4563708436722385
49,6.3368395799621595,6.341947216020505
50,6.4238609767860275,6.344154234175285
51,6.42607287664594,6.346366134035198
52,6.422977584926722,6.342542775301656
53,6.471621871444935,6.380133352342867
54,6.416376904053828,6.336670161443085
55,6.616473230411444,6.331710868062998
56,6.624576589752642,6.626759996733585
57,6.5674275358822305,6.278193872739031
58,6.569965437589987,6.257901504570224
59,6.507359933096713,6.219677860644931
60,6.511026284755057,6.176051054401437
61,6.440799661675883,6.434047441558596
62,6.449841314481712,6.370751494971978
63,6.5328811482083315,6.378417919542773
64,6.533509701046613,6.379463837528869
65,6.541084515433901,6.504600469023315
66,6.600150133359824,6.530652338862903
67,6.597690809386151,6.564274812466308
68,6.662999280515012,6.633429483160795
69,6.69385423156306,6.631161908493015
70,6.718687258923526,6.623170018346125
71,6.7120547500829515,6.7685213617507225
72,6.656123017471842,6.743180332399326
73,6.595082163942198,6.685131716444689
74,6.5181195713551245,6.604285639756804
75,6.428488333446317,6.5699303434193475
76,6.4184493198496195,6.561457823123636
77,6.479482980807147,6.582641850817505
78,6.609150311288972,6.609717044089632
79,6.6114345607170115,6.568203858743479
80,6.4893556734098485,6.524892407686636
81,6.3432628126513215,6.5304575421327336
82,6.547288808941099,6.611258986784031
83,6.634236347797868,6.634236347797868
84,6.688521001564885,6.630440163528916
85,6.5974015371096915,6.657757522255605
86,6.593265529262515,6.70653302317301
87,6.643630045119263,6.801022218870693
88,6.689702350816131,6.794857506580023
89,6.68209183025225,6.927393011309704
90,6.730434276198684,6.921320157780837
91,6.770474300430715,6.665630447145529
92,6.6044934926943135,6.659163512691131
93,6.594241924221874,6.704573633641416
94,6.531994829502916,6.703783813796977
