Date,Ruhengeri,Kigali
2016-01-01,,6.846945219870934
2016-01-15,6.8135210551647605,6.842570399600188
2016-02-01,6.810748082922316,6.8437122584612915
2016-02-15,6.790431092119046,6.8007769508038365
2016-03-01,6.765571627177055,6.820810357484784
2016-03-15,6.779237455066693,6.82736972891808
2016-04-01,6.792719043066423,6.814019102862512
2016-04-15,6.798544539692396,6.826507321767071
2016-05-01,6.821736316210255,6.84191811374304
2016-05-15,6.7911934211890586,6.8202575541329695
2016-06-01,6.805207369387469,6.833728877493803
2016-06-15,6.792370396876302,6.800279744726102
2016-07-01,6.861092994156332,6.793554642890417
2016-07-15,6.813201935145533,6.7719535922922365
2016-08-01,6.802872318444153,6.758000564266977
2016-08-15,6.78904322653777,6.7212658919704715
2016-09-01,6.768226647180095,6.703479117785936
2016-09-15,6.762050781454818,6.785334422519099
2016-10-01,6.736856110620549,6.755766141787966
2016-10-15,6.792533393429326,6.7172483028013215
2016-11-01,6.8110443112941885,6.664910991817286
2016-11-15,6.810413684426482,6.707201397306945
2016-12-01,6.809377056711561,6.697095349804479
2016-12-15,6.810479038787743,6.733867281623032
2017-01-01,6.811583308225624,6.700814450558537
2017-01-15,6.805929147388593,6.689723586846337
2017-02-01,6.800242835141403,6.6743567134837765
2017-02-15,6.848428079655556,6.665923941155781
2017-03-01,6.847954797375551,6.672779681960333
2017-03-15,6.845384689993779,6.655045597540877
2017-04-01,6.841007786991967,6.71684369048589
2017-04-15,6.843339265348304,6.708700849526039
2017-05-01,6.846374027923991,6.729047404872518
2017-05-15,6.852737401657419,6.740156270879217
2017-06-01,6.853417162565521,6.736950255393017
2017-06-15,6.854164942208932,6.762441001500652
2017-07-01,6.858107532387714,6.738670896924738
2017-07-15,6.8576869493303585,6.740386751634418
2017-08-01,6.853863218306122,6.73126419226331
2017-08-15,6.848732973604506,6.726288454889494
2017-09-01,6.836158484034943,6.717691219819535
2017-09-15,6.828856108109329,6.710844944243903
2017-10-01,6.820229900963154,6.700960386272553
2017-10-15,6.8233815623447205,6.708831039316058
2017-11-01,6.833153202340072,6.711642296569674
2017-11-15,6.847343831622957,6.729792304244028
2017-12-01,6.852580761929317,6.733138989151593
2017-12-15,6.851658411926584,6.746142628820267
2018-01-01,6.805668132517342,6.793398039925528
2018-01-15,6.805091157745374,6.733451860868217
2018-02-01,6.804516756600616,6.753683690801384
2018-02-15,6.8359432593471405,6.717750303619431
2018-03-01,6.829728545544641,6.735917475924561
2018-03-15,6.817473276852353,6.703561440821989
2018-04-01,6.807652905583659,6.689987454735453
2018-04-15,6.710613852196878,6.665763286031526
2018-05-01,6.703079531454919,6.6779209718187635
2018-05-15,6.730464012647935,6.684282006142507
2018-06-01,6.7737533357147415,6.678394254959284
2018-06-15,6.815897885274675,6.693929633217189
2018-07-01,6.820153170268654,6.697714440667791
2018-07-15,6.814656500500298,6.69238226240041
2018-08-01,6.809158933198022,6.686515476616472
2018-08-15,6.806864602037824,6.683849687622107
2018-09-01,6.796921553933091,6.679018664498173
2018-09-15,6.827230029427219,6.687468087052061
2018-10-01,6.813598416771321,6.692713863657936
2018-10-15,6.810071778101436,6.692168888666519
2018-11-01,6.807959666693398,6.6905378374704165
2018-11-15,6.812208833519188,6.69153143983644
2018-12-01,6.817439060212475,6.699595868752542
2018-12-15,6.8355631349145005,6.695801192539341
2019-01-01,6.830828488019258,6.693082555814008
2019-01-15,6.809306459696213,6.693099850728996
2019-02-01,6.787285990253007,6.692571462208575
2019-02-15,6.776335923355868,6.680529095912827
2019-03-01,6.763516390622766,6.667509450724559
2019-03-15,6.8760581790826185,6.654462786874487
2019-04-01,6.870501498290906,6.646914586295526
2019-04-15,6.862767211617765,6.641623438772466
2019-05-01,6.852355510523528,6.629659486627841
2019-05-15,6.851404835019904,6.630052596320832
2019-06-01,6.851349769330533,6.628206218016323
2019-06-15,6.849216775737552,6.62539853644093
2019-07-01,6.782376834188294,6.638285027847643
2019-07-15,,
2019-08-01,6.633588287510623,6.663570276675353
2019-08-15,6.593910587099939,6.654302151366751
2019-09-01,6.579529471221743,6.640288078433971
2019-09-15,6.5716571634839,6.632482985797308
2019-10-01,6.563257642718898,6.623647077140293
2019-10-15,6.544967024644683,6.602632666494492
2019-11-01,6.52531244516117,6.577633782360149
2019-11-15,6.520605123980702,6.5815348357162815
2019-12-01,6.5365525369873305,6.5973111441995576
2019-12-15,6.528800562976612,6.576537734978925
2020-01-01,6.520988026077239,6.581270989480428
2020-01-15,6.50794577195153,6.569050750613709
2020-02-01,6.5031243093684505,6.564022491575047
2020-02-15,6.50014577425938,6.560668443687492
